text,audio
مجھے استانبول میں قدیم عربی کتابیں جو ترکی زبان میں تھیں، بہت پسند آئیں।,"{'bytes': None, 'path': 'audiosamples/audio_4701.wav'}"
أنا أحب أن أتعلم اللغة الفيتنامية để mở rộng kiến thức của mình.,"{'bytes': None, 'path': 'audiosamples/audio_4702.wav'}"
مع تطور التكنولوجيا، أصبح استخدام الكمبيوتر والإنترنت ضروريًا في معظم المجالات العملية والتعليمية.,"{'bytes': None, 'path': 'audiosamples/audio_4703.wav'}"
"While sitting in the majlis, I sipped on qahwa, enjoying the tranquil ambiance, as the adhan echoed melodically in the background.","{'bytes': None, 'path': 'audiosamples/audio_4704.wav'}"
"El paisaje del desierto era tan جميل que al contemplarlo, sentí una sensación de سلام interior como nunca antes.","{'bytes': None, 'path': 'audiosamples/audio_4705.wav'}"
"While walking through the bustling souq, I couldn't resist the aroma of freshly baked khubz and the vibrant display of traditional thobes.","{'bytes': None, 'path': 'audiosamples/audio_4706.wav'}"
مع تطور التكنولوجيا، أصبح استخدام الكمبيوتر والإنترنت ضروريًا في معظم المجالات العملية والتعليمية.,"{'bytes': None, 'path': 'audiosamples/audio_4707.wav'}"
"La paz (سلام) es esencial para la humanidad, y el respeto mutuo es la llave para alcanzar la armonía (توازن) en nuestras vidas.","{'bytes': None, 'path': 'audiosamples/audio_4708.wav'}"
"La palabra ""سكر"" (azúcar) en español proviene del árabe clásico ""السكر"", y se ha integrado completamente en nuestro idioma y gastronomía.","{'bytes': None, 'path': 'audiosamples/audio_4709.wav'}"
"يعتبر ""الإنترنت"" أداة فعالة في تعزيز الاتصال العالمي ونشر الثقافة الديجيتال بين الشباب.","{'bytes': None, 'path': 'audiosamples/audio_4710.wav'}"
"مرحبًا, nasılsınız? Вы хорошо говорите по-арабски, по-турецки и по-русски?","{'bytes': None, 'path': 'audiosamples/audio_4711.wav'}"
"While strolling through the bustling souq, I couldn't resist the rich aroma of freshly ground قهوة, which mingled perfectly with the sweet scent of بخور wafting from the nearby shops.","{'bytes': None, 'path': 'audiosamples/audio_4712.wav'}"
"Cô ấy nói ""aku cinta kamu"" và ""あいしてる"" bằng một nụ cười rạng rỡ trong khi الشمس تشرق خلفها.","{'bytes': None, 'path': 'audiosamples/audio_4713.wav'}"
"В Москве открылся новый ресторан, который предлагает блюда вкусной кухни, такие как шаверма и фалафель, с уникальным сочетанием ароматных специй.","{'bytes': None, 'path': 'audiosamples/audio_4714.wav'}"
"""السفر إلى بالي est une expérience inoubliable, menyatu dengan الطبيعة et la culture riche.""","{'bytes': None, 'path': 'audiosamples/audio_4715.wav'}"
"أخبرني صديقي الياباني ""友達"" أن ""phở"" هو أفضل طعام فيتنامي، et je suis tout à fait d'accord.","{'bytes': None, 'path': 'audiosamples/audio_4716.wav'}"
إن استخدام الإنترنت وتقنية الواي فاي أصبحا ضروريين في حياتنا اليومية للتواصل والعمل.,"{'bytes': None, 'path': 'audiosamples/audio_4717.wav'}"
"虽然她的母语是阿拉伯语，但她也能流利地说汉语，尤其是在使用词汇如""مكتبة"" (图书馆) 和 ""أستاذ"" (教授)时。","{'bytes': None, 'path': 'audiosamples/audio_4718.wav'}"
سافر محمد إلى جاكرتا ليتعلم اللغة الإندونيسية ويستكشف ثقافتها المذهلة.,"{'bytes': None, 'path': 'audiosamples/audio_4719.wav'}"
يستخدم الأطباء التكنولوجيا المتقدمة مثل السكانر والرنين المغناطيسي لتشخيص الأمراض بدقة.,"{'bytes': None, 'path': 'audiosamples/audio_4720.wav'}"
"Every morning, Khalid says ""صباح الخير"" to his neighbors, sharing a warm greeting that brightens their day as they head to the مسجد to reflect and pray.","{'bytes': None, 'path': 'audiosamples/audio_4721.wav'}"
الأميرة ترتدي الكيمونو الجميل وتتمشى في الحديقة وهي تستمتع بتأمل الساكورا المزهرة.,"{'bytes': None, 'path': 'audiosamples/audio_4722.wav'}"
当我在学习普通话时，我喜欢听一些经典的阿拉伯音乐，像是أم كلثوم وفيروز的歌曲，它们让我感到非常放松。,"{'bytes': None, 'path': 'audiosamples/audio_4723.wav'}"
أنا أحب قراءة الكتب في مكتبتي الهادئة والاستمتاع بكوب من الشاي التركي المعطر.,"{'bytes': None, 'path': 'audiosamples/audio_4724.wav'}"
أنا أحب قراءة الكتب في مكتبتي الهادئة والاستمتاع بكوب من الشاي التركي المعطر.,"{'bytes': None, 'path': 'audiosamples/audio_4725.wav'}"
میرا دوست مسجد میں نماز کے لئے جاتا ہے اور وہ ہمیشہ سلام کے بعد دعا مانگتا ہے۔,"{'bytes': None, 'path': 'audiosamples/audio_4726.wav'}"
تحدث السياسي بحماس شديد عن التعاون بين الدول العربية وأميركا اللاتينية، مؤكداً على أهمية الثقافة والموسيقى في بناء جسور الأميستاد بين الشعوب.,"{'bytes': None, 'path': 'audiosamples/audio_4727.wav'}"
میرا نام احمد ہے، وأنا من باكستان - أحب تعلم اللغة العربية لأنها جميلة.,"{'bytes': None, 'path': 'audiosamples/audio_4728.wav'}"
أنا أتعلم اللغة العربية كل يوم وأستمتع بشرب چائي في الصباح.,"{'bytes': None, 'path': 'audiosamples/audio_4729.wav'}"
"هذه القطعة الفنية الرائعة, nghệ thuật tuyệt vời này, 这件精美的艺术品, est absolument magnifique.","{'bytes': None, 'path': 'audiosamples/audio_4730.wav'}"
我喜欢在图书馆学习阿拉伯语，因为那里很宁静：أحب الدراسة في المكتبة لأنها هادئة.,"{'bytes': None, 'path': 'audiosamples/audio_4731.wav'}"
The professor explained that the concept of عدالة (justice) is essential to maintain سلام (peace) and الوئام (harmony) within a diverse society.,"{'bytes': None, 'path': 'audiosamples/audio_4732.wav'}"
توجهت إلى السوبر ماركت لشراء بعض الخبز والشوكولاتة، وأثناء العودة استمعت إلى الموسيقى الكلاسيكية من راديو السيارة.,"{'bytes': None, 'path': 'audiosamples/audio_4733.wav'}"
我喜欢在图书馆学习阿拉伯语，因为那里很宁静：أحب الدراسة في المكتبة لأنها هادئة.,"{'bytes': None, 'path': 'audiosamples/audio_4734.wav'}"
كنت في المكتبة أبحث عن كتاب عن الفلامنكو، وتلك الغيتارة التي رأيتها جعلتني أشعر بالنوستالجيا نحو إسبانيا.,"{'bytes': None, 'path': 'audiosamples/audio_4735.wav'}"
"Das Wetter ist heute sehr schön, وأنا أتطلع لتناول عشاء لذيذ مع amigos.","{'bytes': None, 'path': 'audiosamples/audio_4736.wav'}"
Mi amigo preparó un delicioso كبسة y juntos disfrutamos de la موسيقى tradicional bajo las estrellas.,"{'bytes': None, 'path': 'audiosamples/audio_4737.wav'}"
أنا أحب أن أُشاهد الأفلام على platform Netflix بعد يوم طويل من العمل.,"{'bytes': None, 'path': 'audiosamples/audio_4738.wav'}"
"Tôi yêu thích học tiếng العربية vì nó giống như một bản nhạc, mỗi từ mang một نغمة đặc biệt và phong phú.","{'bytes': None, 'path': 'audiosamples/audio_4739.wav'}"
الحياة رحلة طويلة نستكشف فيها أسرار الوجود ونسعى لتحقيق السلام الداخلي.,"{'bytes': None, 'path': 'audiosamples/audio_4740.wav'}"
"Bu kitabı okuduğumda, العلم نور والجهل ظلام olarak hissettim.","{'bytes': None, 'path': 'audiosamples/audio_4741.wav'}"
"Анда (Indonesian for ""you"") es (Spanish for ""is"") очень (Russian for ""very"") مبدع (Standard Arabic for ""creative"").","{'bytes': None, 'path': 'audiosamples/audio_4742.wav'}"
"La palabra ""سكر"" (azúcar) en español proviene del árabe clásico ""السكر"", y se ha integrado completamente en nuestro idioma y gastronomía.","{'bytes': None, 'path': 'audiosamples/audio_4743.wav'}"
"During our Arabic class, our teacher explained the importance of understanding the nuances of words like ""sabah"" (صباح) for 'morning' and ""masaa"" (مساء) for 'evening' to truly grasp the beauty of the language.","{'bytes': None, 'path': 'audiosamples/audio_4744.wav'}"
"يفضل الكثير من الشباب مشاهدة الـ""Movies"" بدلاً من قراءة الكتب بسبب الرسومات الـ""Dynamics"" والقصص المشوقة.","{'bytes': None, 'path': 'audiosamples/audio_4745.wav'}"
تعلم اللغات الجديدة يفتح أبواب الفهم بين الشعوب المختلفة.,"{'bytes': None, 'path': 'audiosamples/audio_4746.wav'}"
"Das schöne Morgenlicht بينما kita menikmati secangkir kopi, ist einfach wunderbar.","{'bytes': None, 'path': 'audiosamples/audio_4747.wav'}"
سافرت إلى إسطنبول لتجربة الكباب التركي الأصيل واستمتعت بجمال البوسفور وسحر البازار الكبير.,"{'bytes': None, 'path': 'audiosamples/audio_4748.wav'}"
"يفضل الكثير من الشباب مشاهدة الـ""Movies"" بدلاً من قراءة الكتب بسبب الرسومات الـ""Dynamics"" والقصص المشوقة.","{'bytes': None, 'path': 'audiosamples/audio_4749.wav'}"
"میرا نام John है, और میں आपकी मदद के لिए ہوں।","{'bytes': None, 'path': 'audiosamples/audio_4750.wav'}"
"في الحديقة, los niños يلعبون mientras こどもたちが遊んでいます。","{'bytes': None, 'path': 'audiosamples/audio_4751.wav'}"
الأستاذ يشرح الدرس بطريقة مبسطة، ويستخدم أمثلة من الأدب والثقافة الفرنسية لتوضيح النقاط.,"{'bytes': None, 'path': 'audiosamples/audio_4752.wav'}"
J'adore القهوة التي تُشرب في 中国的早晨 while reading an English novel.,"{'bytes': None, 'path': 'audiosamples/audio_4753.wav'}"
"Every morning, Khalid says ""صباح الخير"" to his neighbors, sharing a warm greeting that brightens their day as they head to the مسجد to reflect and pray.","{'bytes': None, 'path': 'audiosamples/audio_4754.wav'}"
Bạn cần điều gì من فضلك?,"{'bytes': None, 'path': 'audiosamples/audio_4755.wav'}"
في الوقت الحالي، يُعتبر الإنترنت أداة لا غنى عنها في التعليم والبزنس على مستوى العالم.,"{'bytes': None, 'path': 'audiosamples/audio_4756.wav'}"
أحب أن أقضي وقت فراغي في قراءة كتب الفيلسوف الألماني هيدغر واستكشاف مفاهيم مثل دازين وزمان.,"{'bytes': None, 'path': 'audiosamples/audio_4757.wav'}"
أصبح الإنترنت مكونًا أساسيًا في حياتنا اليومية، ونحتاج إلى سرعة فائقة للتصفح والاستمتاع بالـ Streaming دون انقطاع.,"{'bytes': None, 'path': 'audiosamples/audio_4758.wav'}"
"Every morning, Ahmed enjoys a cup of قهوة while reading the جريدة, finding peace in the simple routine before a busy يوم.","{'bytes': None, 'path': 'audiosamples/audio_4759.wav'}"
"الطقس اليوم مشمس وجميل، وأشعر بالرغبة في شرب كوب من الشاي الأخضر الصيني ""绿茶"" في الحديقة.","{'bytes': None, 'path': 'audiosamples/audio_4760.wav'}"
Cette nouvelle technologie ستغير الطريقة التي نفهم بها العالم.,"{'bytes': None, 'path': 'audiosamples/audio_4761.wav'}"
غالباً ما يذهب الطلاب إلى المكتبة لقراءة المانغا لأن ثقافة الأنمي شائعة جدًا بينهم.,"{'bytes': None, 'path': 'audiosamples/audio_4762.wav'}"
أحببت السياقة في شوارع مدريد، والاستمتاع بالموسيقى الفلامنكو وهو وقت مثالي للراحة والاسترخاء.,"{'bytes': None, 'path': 'audiosamples/audio_4763.wav'}"
"তোমার সৌন্দর্য সত্যিই حَيْرَة, và tôi không thể ngừng ngắm nhìn.","{'bytes': None, 'path': 'audiosamples/audio_4764.wav'}"
今天天气非常好，适合去公园散步和享受阳光的دفء。,"{'bytes': None, 'path': 'audiosamples/audio_4765.wav'}"
أحب أن أرتدي الباتيك عندما أزور مكة لأداء العمرة.,"{'bytes': None, 'path': 'audiosamples/audio_4766.wav'}"
"Những ngôi sao trên bầu trời râm rang khiến tôi nhớ đến lời của bà: ""الحياة جميلة بتنوعها"".","{'bytes': None, 'path': 'audiosamples/audio_4767.wav'}"
"मेरे दोस्त ने मुझे ईद के मौके पर एक ख़ूबसूरत फतवा दिया, जिसे मैंने अपने कमरे में तौर पर सजाया।","{'bytes': None, 'path': 'audiosamples/audio_4768.wav'}"
"While sitting in the majlis, I sipped on qahwa, enjoying the tranquil ambiance, as the adhan echoed melodically in the background.","{'bytes': None, 'path': 'audiosamples/audio_4769.wav'}"
"مرحباً بك في إسطنبول، where you can enjoy çay and sushinin lezzetini, all while discussing technology and 明日の予定.","{'bytes': None, 'path': 'audiosamples/audio_4770.wav'}"
この公園では、毎朝アラビア語で「سلام」(平和)と言いながら、多くの人が「صباح الخير」(おはよう)と挨拶を交わします。,"{'bytes': None, 'path': 'audiosamples/audio_4771.wav'}"
عندما تجولت في شوارع موسكو، وجدت نفسي مشدوداً لشراء البابوشكا الجميلة المعروضة في الأسواق.,"{'bytes': None, 'path': 'audiosamples/audio_4772.wav'}"
"أحب أن أسافر إلى تركيا والبرازيل لاستكشاف الثقافات المتنوعة ve deniz ürünleri yemek, além de aprender sobre a história local.","{'bytes': None, 'path': 'audiosamples/audio_4773.wav'}"
"मेरे दोस्त ने मुझे ईद के मौके पर एक ख़ूबसूरत फतवा दिया, जिसे मैंने अपने कमरे में तौर पर सजाया।","{'bytes': None, 'path': 'audiosamples/audio_4774.wav'}"
"राहुल ने अपने दोस्त को मस्जिद के पास मिलने के लिए कहा, जहां वह सलाम करने के बाद इबादत कर रहा था।","{'bytes': None, 'path': 'audiosamples/audio_4775.wav'}"
تُظهر الأبحاث أن تعلم لغات جديدة يُحسِّن من قدرة الدماغ على حل المشكلات ويزيد من القدرة على التفكير النقدي.,"{'bytes': None, 'path': 'audiosamples/audio_4776.wav'}"
قرر أحمد السفر إلى إسطنبول لاستكشاف تاريخها العريق وتجربة الكباب المميز في مطعم محلي شهير.,"{'bytes': None, 'path': 'audiosamples/audio_4777.wav'}"
"When I first heard the phrase ""السلام عليكم"" (peace be upon you), I was struck by its profound simplicity and universal kindness.","{'bytes': None, 'path': 'audiosamples/audio_4778.wav'}"
J'adore القهوة التي تُشرب في 中国的早晨 while reading an English novel.,"{'bytes': None, 'path': 'audiosamples/audio_4779.wav'}"
"El hombre, que se llamaba محمد, siempre decía que la صبر es la clave para superar los obstáculos de la vida.","{'bytes': None, 'path': 'audiosamples/audio_4780.wav'}"
"আমার দোস্ত এমন একজন ""معلم"" যে সবসময় ""صبر"" এর সাথে শিক্ষা দেন, এবং সে ""سلام"" কে প্রাধান্য দেয়।","{'bytes': None, 'path': 'audiosamples/audio_4781.wav'}"
میں اردو اور اللغة العربية الفصحى دونوں میں بات کر سکتا ہوں۔,"{'bytes': None, 'path': 'audiosamples/audio_4782.wav'}"
أحب أن أتعلم اللغة الصينية، خصوصاً كلمات مثل 和平 (سلام) و 爱 (حب)، لأنها تضيف ثراءً للتواصل بين الثقافات.,"{'bytes': None, 'path': 'audiosamples/audio_4783.wav'}"
في كل صباح، أحب أن أبدأ يومي بكوب من القهوة التركي وأستمع إلى الموسيقى الرائعة للناي الأناضولي بينما أتأمل جمال الطبيعة.,"{'bytes': None, 'path': 'audiosamples/audio_4784.wav'}"
"Although it was a bit chilly outside, Ahmed decided to enjoy his قهوة (coffee) on the balcony while taking in the beautiful منظر (view) of the bustling streets.","{'bytes': None, 'path': 'audiosamples/audio_4785.wav'}"
"میں نے آج ""باغ میں پھولوں"" کی خوبصورتی دیکھی۔","{'bytes': None, 'path': 'audiosamples/audio_4786.wav'}"
"زرت المكتبة الكبيرة لأقرأ كتبًا في علم النفس واستعرت كتاب ""Psikologi Kognitif"" باللغة الإندونيسية لأفهم مبادئه بشكل أعمق.","{'bytes': None, 'path': 'audiosamples/audio_4787.wav'}"
"When I visited the bustling souq in Cairo, I was enchanted by the rich scent of بَخُور (incense) mingling with the calls of vendors selling كُتُب (books) and توابل (spices).","{'bytes': None, 'path': 'audiosamples/audio_4788.wav'}"
"Tôi rất thích học các ngôn ngữ mới, và hôm nay tôi đã học được từ ""مكتبة"" (thư viện) và ""سلام"" (xin chào) trong tiếng Ả Rập.","{'bytes': None, 'path': 'audiosamples/audio_4789.wav'}"
"मेरे दोस्त ने मुझे ईद के मौके पर एक ख़ूबसूरत फतवा दिया, जिसे मैंने अपने कमरे में तौर पर सजाया।","{'bytes': None, 'path': 'audiosamples/audio_4790.wav'}"
"When I visited the bustling souq in Cairo, I was enchanted by the rich scent of بَخُور (incense) mingling with the calls of vendors selling كُتُب (books) and توابل (spices).","{'bytes': None, 'path': 'audiosamples/audio_4791.wav'}"
रीमा का बाग़ बहुत ही ख़ूबसूरत है; वहाँ रोज़ाना परिंदे अस-सलام गाने आते हैं।,"{'bytes': None, 'path': 'audiosamples/audio_4792.wav'}"
في كل صباح، أحب أن أبدأ يومي بكوب من القهوة التركي وأستمع إلى الموسيقى الرائعة للناي الأناضولي بينما أتأمل جمال الطبيعة.,"{'bytes': None, 'path': 'audiosamples/audio_4793.wav'}"
استخدمت الكمبيوتر لتحميل أحدث إصدار من البرمجيات لتحسين أداء النظام.,"{'bytes': None, 'path': 'audiosamples/audio_4794.wav'}"
"محبت का कोई भाषा में बंधन नहीं होता, यह सबके दिलों को छू जाता है।","{'bytes': None, 'path': 'audiosamples/audio_4795.wav'}"
"Ich war überrascht, als ich entdeckte, dass ""سلام"" (Salam) in meinem deutschen Buch stand, weil es Frieden bedeutet und Kulturen verbindet.","{'bytes': None, 'path': 'audiosamples/audio_4796.wav'}"
"ذهبت إلى السوق لشراء الفواكه مثل ""dứa"" و ""măng cụt"" لأنها لذيذة جدًا في فصل الصيف.","{'bytes': None, 'path': 'audiosamples/audio_4797.wav'}"
"أحب أن أسافر إلى تركيا والبرازيل لاستكشاف الثقافات المتنوعة ve deniz ürünleri yemek, além de aprender sobre a história local.","{'bytes': None, 'path': 'audiosamples/audio_4798.wav'}"
"Dün akşamki العشاء'da sunulan تبولة, herkes tarafından çok beğenildi ve لذيذ olduğu konusunda herkes hemfikirdi.","{'bytes': None, 'path': 'audiosamples/audio_4799.wav'}"
قصدت الكاتدرائية magnífica في المركز التاريخي بلبنان لاستكشاف العمارة البرتغالية القديمة.,"{'bytes': None, 'path': 'audiosamples/audio_4800.wav'}"
"إن تقدير ""ভালোবাসা"" يعبر عن عمق المشاعر في الثقافة البنغالية ويظهر الوحدة العاطفية مع العالم العربي.","{'bytes': None, 'path': 'audiosamples/audio_4801.wav'}"
"Lorsque je suis allé au souk pour acheter des épices, j'ai été fasciné par la diversité et l'odeur envoûtante de chaque بَهَارات disponible.","{'bytes': None, 'path': 'audiosamples/audio_4802.wav'}"
আমরা (Bengali) جميعًا (Standard Arabic) انسان کی (Urdu) persatuan (Indonesian)।,"{'bytes': None, 'path': 'audiosamples/audio_4803.wav'}"
"Ketika saya di Paris, أحب أن أتعلم اللغة 日本語を話すことができます。","{'bytes': None, 'path': 'audiosamples/audio_4804.wav'}"
"تركيا، التي يطلق عليها ""Türkiye"" بالتركية، هي جسر بين الشرق والغرب وتحتضن الثقافات المتعددة.","{'bytes': None, 'path': 'audiosamples/audio_4805.wav'}"
يستخدم الأطباء التكنولوجيا المتقدمة مثل السكانر والرنين المغناطيسي لتشخيص الأمراض بدقة.,"{'bytes': None, 'path': 'audiosamples/audio_4806.wav'}"
"На улицах Москвы можно слышать различные языки, включая ""عربي"", где люди обсуждают ""أخبار"" и делятся своим ""ثقافة"".","{'bytes': None, 'path': 'audiosamples/audio_4807.wav'}"
كان طعم الفو (phở) الذي أعدته الجدة الفيتنامية لذيذاً لدرجة أن جميع أفراد العائلة طلبوا المزيد منه.,"{'bytes': None, 'path': 'audiosamples/audio_4808.wav'}"
The professor explained that the concept of عدالة (justice) is essential to maintain سلام (peace) and الوئام (harmony) within a diverse society.,"{'bytes': None, 'path': 'audiosamples/audio_4809.wav'}"
"Ketika aku pergi ke pasar, saya melihat banyak orang yang berbicara dalam bahasa Arab, mereka sering menggunakan kata-kata seperti ""salam"" untuk menyapa dan ""insha'Allah"" ketika mereka berbicara tentang masa depan.","{'bytes': None, 'path': 'audiosamples/audio_4810.wav'}"
"Au cœur de la médina, l'atmosphère كانت رائعة et les saveurs des épices ملأت الفضاء, créant un mélange envoûtant des cultures.","{'bytes': None, 'path': 'audiosamples/audio_4811.wav'}"
لقد زرت باريس وكانت magnifique، حيث الجمال يلتقي التقاليد العربية والفن الفرنسي.,"{'bytes': None, 'path': 'audiosamples/audio_4812.wav'}"
"التعاون بين الدول важный для развития, et l'échange culturel est enrichissant, 同时促进了全球理解。","{'bytes': None, 'path': 'audiosamples/audio_4813.wav'}"
استمتعت بمشاهدة الفيلم الجديد في سينما داون تاون وكان الساوند تراك خياليًا.,"{'bytes': None, 'path': 'audiosamples/audio_4814.wav'}"
"Bạn có thể viết tiếng Ả Rập xuất sắc, ""أنت تكتب اللغة العربية ببراعة"".","{'bytes': None, 'path': 'audiosamples/audio_4815.wav'}"
قرر محمد أن يذهب إلى المكتبة لاستعارة كتب في الفيزياء والكيمياء، لكنه توقف لشراء بعض المسالا والچائے من السوبر ماركت لأمه.,"{'bytes': None, 'path': 'audiosamples/audio_4816.wav'}"
"في عمق فصل الشتاء, وجد حسان نفسه في موسكو يرتدي شوبا ثقيلة ليحتمي من الزمهرير القارص.","{'bytes': None, 'path': 'audiosamples/audio_4817.wav'}"
"আমার বন্ধুর ""مكتبة"" (maktaba) থেকে ""كتاب"" (kitab) ধার নিয়ে পরতে বসলাম যা ""فصحى"" (fusha) ভাষায় লিখিত।","{'bytes': None, 'path': 'audiosamples/audio_4818.wav'}"
"O embaixador chegou na reunião com um majestoso jellabiya, pronto para discutir assuntos diplomáticos e reforçar a ṣulḥ entre as nações.","{'bytes': None, 'path': 'audiosamples/audio_4819.wav'}"
আমি এই কফি খুব পছন্দ করি، কারণ c'est très délicieux و يحتوي على نكهات مميزة kişilere neşe verir.,"{'bytes': None, 'path': 'audiosamples/audio_4820.wav'}"
أحب أن أقضي وقت فراغي في قراءة كتب الفيلسوف الألماني هيدغر واستكشاف مفاهيم مثل دازين وزمان.,"{'bytes': None, 'path': 'audiosamples/audio_4821.wav'}"
"Pada musim semi di Berlin, يمشي الناس في حديقة тропический в то время как они belajar kata-kata baru.","{'bytes': None, 'path': 'audiosamples/audio_4822.wav'}"
مجھے استانبول میں قدیم عربی کتابیں جو ترکی زبان میں تھیں، بہت پسند آئیں।,"{'bytes': None, 'path': 'audiosamples/audio_4823.wav'}"
"Mi libro favorito en español es ""Cien años de soledad"" وأنا أحب قراءة الروايات بالعربية كذلك.","{'bytes': None, 'path': 'audiosamples/audio_4824.wav'}"
تحاول الحكومة تقليل التلوث الناتج عن السيارات وذلك بتشجيع استخدام الكاربون المحايد في البنزين.,"{'bytes': None, 'path': 'audiosamples/audio_4825.wav'}"
أنا أحب أن أُشاهد الأفلام على platform Netflix بعد يوم طويل من العمل.,"{'bytes': None, 'path': 'audiosamples/audio_4826.wav'}"
سافر الباحث البرازيلي إلى القاهرة لدراسة تأثير السامبا على الموسيقى العربية.,"{'bytes': None, 'path': 'audiosamples/audio_4827.wav'}"
"إن تقدير ""ভালোবাসা"" يعبر عن عمق المشاعر في الثقافة البنغالية ويظهر الوحدة العاطفية مع العالم العربي.","{'bytes': None, 'path': 'audiosamples/audio_4828.wav'}"
"Le chat (French for ""the cat"") बगीचे में सो रहा है (Hindi for ""is sleeping in the garden"") والقمر (Arabic for ""and the moon"") shines bright tonight.","{'bytes': None, 'path': 'audiosamples/audio_4829.wav'}"
قرر محمد السفر إلى إسطنبول لتعلم اللغة التركية واستكشاف ثقافة البازارات حيث يمكنه شراء الكيليم والبقلاوة.,"{'bytes': None, 'path': 'audiosamples/audio_4830.wav'}"
আমি এই কফি খুব পছন্দ করি، কারণ c'est très délicieux و يحتوي على نكهات مميزة kişilere neşe verir.,"{'bytes': None, 'path': 'audiosamples/audio_4831.wav'}"
أنا أدرس البرمجة وخصوصًا لغة الـ Python لأنها مهمة في عالم الـ AI ومفيدة لمشاريعي الـ Startup.,"{'bytes': None, 'path': 'audiosamples/audio_4832.wav'}"
"أحب أن أتعلم اللغة العربية، لكن في بعض الأحيان أشعر بالحنين إلى كلمات بنغالية مثل ""ভালোবাসা"" (حب) و ""বন্ধু"" (صديق).","{'bytes': None, 'path': 'audiosamples/audio_4833.wav'}"
"मेरा दोस्त 'صديقي' तुर्की में एक अद्भुत त्योहार में शामिल हुआ, जिसे 'harika bir festival' कहते हैं।","{'bytes': None, 'path': 'audiosamples/audio_4834.wav'}"
"During the majlis, we enjoyed traditional Arabic hospitality, sipping qahwa and sharing stories under the clear sky.","{'bytes': None, 'path': 'audiosamples/audio_4835.wav'}"
عندما تجولت في شوارع موسكو، وجدت نفسي مشدوداً لشراء البابوشكا الجميلة المعروضة في الأسواق.,"{'bytes': None, 'path': 'audiosamples/audio_4836.wav'}"
"الطقس اليوم مشمس وجميل، وأشعر بالرغبة في شرب كوب من الشاي الأخضر الصيني ""绿茶"" في الحديقة.","{'bytes': None, 'path': 'audiosamples/audio_4837.wav'}"
"A menina foi ao سوق para comprar frutas, mas se perdeu e teve de perguntar ""أين هو الطريق للعودة الى البيت؟"" a um velhinho que passava.","{'bytes': None, 'path': 'audiosamples/audio_4838.wav'}"
"تحدثت المعلمة بالعربية الفصحى مع طلابها واستخدمت كلمات مثل ""دوست"" و ""شکریہ"" لشرح الدروس بطريقة أكثر تفاعلية.","{'bytes': None, 'path': 'audiosamples/audio_4839.wav'}"
"Каждый вечер, после работы, я люблю расслабиться и читать книгу, попивая чашечку арабского قهوة, наслаждаясь её богатым ароматом и вкусом.","{'bytes': None, 'path': 'audiosamples/audio_4840.wav'}"
بالرغم من تحديات كوفيد-19، استمر الاقتصاد في النمو بسبب الابتكارات التكنولوجية وزيادة استخدام الإنترنت.,"{'bytes': None, 'path': 'audiosamples/audio_4841.wav'}"
"আমার দোস্ত এমন একজন ""معلم"" যে সবসময় ""صبر"" এর সাথে শিক্ষা দেন, এবং সে ""سلام"" কে প্রাধান্য দেয়।","{'bytes': None, 'path': 'audiosamples/audio_4842.wav'}"
"While exploring the ancient city of Petra, I felt a sense of سلام as I marveled at the النقوش etched into the majestic Al-Khazneh.","{'bytes': None, 'path': 'audiosamples/audio_4843.wav'}"
"Although it was a bit chilly outside, Ahmed decided to enjoy his قهوة (coffee) on the balcony while taking in the beautiful منظر (view) of the bustling streets.","{'bytes': None, 'path': 'audiosamples/audio_4844.wav'}"
انتشرت البيانات تقنيات Big Data في العالم العربي بسرعة، وأصبحت أداة محورية في تحليلات الـ Business Intelligence.,"{'bytes': None, 'path': 'audiosamples/audio_4845.wav'}"
قررتُ أن أُحمّلَ التطبيق الجديد على هاتفي الآيفون لتحسين إدارة الوقت.,"{'bytes': None, 'path': 'audiosamples/audio_4846.wav'}"
センセイが寒い日に「مرحباً، أريد كوباً من الشاي」と言いながら、çay için teşekkür ederim.,"{'bytes': None, 'path': 'audiosamples/audio_4847.wav'}"
انا أحب القهوة التركية لأنها تجلب لي السعادة والانسجام مع ألحان موسيقى العود.,"{'bytes': None, 'path': 'audiosamples/audio_4848.wav'}"
"""My بيت is सुंदर and filled with love and warmth in every corner.""","{'bytes': None, 'path': 'audiosamples/audio_4849.wav'}"
"मेरा दोस्त 'صديقي' तुर्की में एक अद्भुत त्योहार में शामिल हुआ, जिसे 'harika bir festival' कहते हैं।","{'bytes': None, 'path': 'audiosamples/audio_4850.wav'}"
في الصباح، بعد أن شربت قهوتي العربية، قررت أن أرتدي шапку وшубу قبل أن أخرج للتنزه في الثلج.,"{'bytes': None, 'path': 'audiosamples/audio_4851.wav'}"
Anak saya makan phở trong khi menulis بالخط العربي et apprendre des mots français.,"{'bytes': None, 'path': 'audiosamples/audio_4852.wav'}"
میں اُردو اور العربية الفصحى کے الفاظ کے ساتھ منفرد جملہ تخلیق کرسکتا ہوں۔,"{'bytes': None, 'path': 'audiosamples/audio_4853.wav'}"
الحديقة está llena de цветы et de la joie de vivre.,"{'bytes': None, 'path': 'audiosamples/audio_4854.wav'}"
